nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3963,351,408,43,6,4,1,166
10,2282,1567,731,26,301,15,2,18
30,260,1230,1034,1763,541,53,0,61
50,2242,512,789,91,1078,84,17,129
70,566,745,438,967,1405,484,297,40
90,91,100,259,198,1690,1626,603,375
92,11,13,238,34,129,545,3267,705
100,17,29,107,60,27,256,368,4078
