nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3828,537,358,38,15,25,5,136
10,1804,2651,74,57,255,77,4,20
30,379,3032,580,211,497,119,30,94
50,775,1955,706,194,1020,207,14,71
70,488,1202,222,237,1767,868,140,18
90,11,186,223,88,1827,1414,818,375
92,5,59,61,39,52,617,3525,584
100,17,16,34,16,17,173,465,4204
