nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,254,159,1204,4,37,12,0,0,0,0,0,0,0,0,33
1,308,103,1044,24,119,35,8,4,8,2,2,11,1,1,33
2,1036,53,46,75,96,145,29,14,58,3,1,12,32,3,100
10,1,54,905,149,563,14,0,8,0,0,0,0,0,0,9
20,47,107,477,85,421,124,12,66,162,58,40,50,12,0,42
30,54,61,137,40,558,118,4,111,95,334,131,36,4,0,20
40,38,338,109,40,826,170,0,23,15,15,6,2,0,2,119
50,22,50,160,83,200,56,26,105,206,247,433,55,33,3,24
60,14,212,303,27,529,396,3,2,25,16,10,52,2,0,112
70,39,20,7,20,275,103,5,192,129,355,341,110,63,33,11
80,0,12,330,28,132,57,4,21,162,150,244,184,299,31,49
90,8,2,5,4,54,37,7,37,90,327,826,127,39,10,130
91,1,4,2,2,2,5,3,2,16,10,167,162,218,673,436
92,0,0,0,2,3,16,6,2,7,4,44,48,167,1158,246
100,1,2,4,9,2,5,0,1,1,0,6,12,58,213,1389
