nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3717,256,592,132,28,61,25,131
10,2097,1643,453,382,271,83,2,11
30,606,1657,1071,749,645,79,13,122
50,593,1006,1493,612,958,207,23,50
70,506,333,763,453,1878,828,173,8
90,7,40,218,168,1804,1490,968,247
92,0,16,46,61,79,792,3498,450
100,11,19,39,2,17,293,473,4088
