nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3886,476,367,68,13,132
10,1466,1835,944,666,7,24
40,761,1870,1322,825,41,123
70,324,409,935,2768,412,94
91,3,12,60,548,3820,499
100,34,14,27,57,715,4095
