nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4419,250,114,35,1,123
10,1701,1846,618,719,5,53
40,1665,1235,939,883,16,204
70,443,625,451,2883,423,117
91,7,4,177,612,3469,673
100,51,25,60,103,692,4011
