nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4213,496,68,52,1,112
10,1841,1946,369,744,9,33
40,1719,1658,562,865,22,116
70,479,822,293,2691,512,145
91,7,18,141,529,3404,843
100,31,45,89,78,529,4170
