nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4207,436,135,11,0,153
10,1842,1553,789,717,13,28
40,1760,252,2023,791,30,86
70,513,410,493,2958,487,81
91,5,5,174,571,3287,900
100,21,17,138,67,460,4239
