nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4400,236,95,63,0,148
10,1769,1961,585,582,17,28
40,1667,1344,989,780,27,135
70,449,565,464,2789,555,120
91,5,3,175,536,3532,691
100,10,20,61,56,572,4223
