nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4302,374,73,10,3,180
10,2030,2472,187,169,12,72
40,1079,3294,248,90,28,203
70,399,2667,287,758,503,328
91,3,112,125,380,3679,643
100,15,41,31,45,610,4200
