nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4123,475,94,115,0,135
10,1803,1978,541,587,7,26
40,1610,1431,1001,777,15,108
70,426,810,567,2578,425,136
91,3,37,147,649,3118,988
100,31,35,79,60,384,4353
