nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4259,350,173,7,0,153
10,1752,1784,850,525,9,22
40,1722,342,2052,687,30,109
70,398,735,831,2364,501,113
91,1,13,241,514,3530,643
100,18,20,91,74,467,4272
