nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4158,478,121,11,0,174
10,1714,1990,645,547,13,33
40,1675,991,1361,773,30,112
70,427,590,621,2754,403,147
91,4,5,229,471,3554,679
100,11,18,154,43,455,4261
