nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1121,6580,149,0,0,354,3,0,0,0,0,36,1,0,2
1,863,6902,3,0,0,259,238,0,1,0,0,129,22,0,5
2,0,0,3800,0,0,3873,0,0,136,1,0,0,0,1,349
10,957,7188,0,0,0,0,0,0,0,0,0,41,0,0,0
20,385,4672,210,0,0,1067,282,0,162,29,2,1050,286,0,5
30,229,4096,174,0,0,380,66,0,133,2,21,3258,62,0,1
40,0,0,7204,0,0,0,0,189,716,4,33,0,0,2,40
50,516,2698,22,0,0,711,640,16,18,0,0,3313,265,0,6
60,52,7320,3,0,0,0,0,3,0,18,12,743,0,3,36
70,85,2147,142,0,0,1060,299,4,292,323,393,3087,187,182,7
80,2,2372,0,0,0,695,171,0,0,119,97,1814,2742,231,12
90,766,601,0,0,0,966,356,0,0,0,0,4766,794,0,84
91,35,41,0,0,0,92,1056,1,7,8,65,904,5868,45,19
92,26,130,27,0,0,29,1109,9,25,11,72,268,4613,1500,370
100,70,1194,240,0,0,144,1020,1,26,0,153,146,3182,68,1946
