nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3690,629,427,65,14,117
10,1483,2050,640,746,7,16
40,760,2130,988,946,33,85
70,331,651,588,2786,468,118
91,9,26,63,671,3275,898
100,32,54,32,77,517,4230
